TIME,FSC-A,FSC-H,BSC-A,BSC-H,Pacific Blue-A,Pacific Blue-H,EGFP-A,EGFP-H,miRFP670-A,miRFP670-H
0.1956114,257614.4,215737.8,332853.1,243741.1,260.8857,583.52,332.1802,567.84,375.3272,621.6
0.1964914,455815.8,326827.2,386253.5,240376.6,330.6423,576.8,584.5859,807.52,332.4942,423.36
0.1965257,298861,280790.7,235256.9,163778.7,48.77867,516.32,408.4131,496.16,399.5541,592.48
0.1966286,533708.5,341790.4,522720,259907.2,525.0747,601.44,586.9252,641.76,425.5463,912.8
0.1981829,263845,239958.9,210691.7,134241,155.5416,481.6,264.4489,460.32,200.3673,386.4
0.1986514,276334.9,241880.8,228135.5,178697.1,148.9786,511.84,115.2754,293.44,177.8407,396.48
0.1988114,260922.2,248799,228309.2,196448,-154.0903,154.56,248.1929,497.28,278.4413,383.04
0.1992572,318391.5,239340.6,237440.1,137084.6,63.54007,499.52,73.38461,207.2,334.1945,428.96
0.2009029,248233.3,195647.2,355365.1,252672,568.709,644,411.5863,469.28,356.472,483.84
0.20104,258441,245300.2,163377.7,121625.3,334.1729,526.4,181.0789,222.88,118.167,328.16
0.2021143,336526.1,237963,328730.8,196282.2,391.6914,580.16,342.1222,319.2,341.1691,480.48
0.20296,263985.4,214567.4,248238.1,175969.9,38.20852,305.76,361.1831,502.88,397.3014,532
0.2041486,363351.3,279444.5,243824.7,161744.8,371.6775,563.36,377.9589,400.96,462.3036,659.68
0.2046857,437351.1,310663.4,462356,222233.8,276.5894,545.44,426.1636,415.52,319.0108,441.28
0.2046971,313273.6,329252,368856.3,207004,153.4839,435.68,144.8631,327.04,152.455,394.24
0.2046971,253229.2,224581.3,275962.3,175745.9,75.82138,388.64,264.8929,413.28,336.0248,530.88
0.2048343,538232,356407.5,304625.8,151678.2,258.0591,497.28,363.36,635.04,182.7142,341.6
0.2048686,273551.3,259924,234209.4,155480.6,127.6,683.2,196.4901,285.6,136.1774,411.04
0.2059314,481169.8,338633.1,365148.1,194284.2,-0.552334,537.6,475.6245,547.68,288.4591,603.68
0.2061486,402699.6,304330.9,281967.3,174157.8,381.7494,842.24,208.988,464.8,183.1908,515.2
0.2069257,341343.2,349712.2,173666.7,132910.4,549.4099,935.2,146.6176,248.64,393.7383,743.68
0.2071314,288954.6,243172.2,236289.2,161445.8,258.3515,393.12,239.5505,478.24,240.7093,377.44
0.2073143,357056.6,267057.3,311307.9,218762.9,85.07027,400.96,156.5596,342.72,520.3745,731.36
0.2099429,244098.3,233835.8,172127.9,127575.8,333.5447,666.4,325.2164,453.6,-37.14717,291.2
0.2100914,270623.3,289011.5,102761.1,82400.64,266.5282,427.84,80.20756,138.88,473.112,780.64
0.21032,510843.3,347128.3,363058,199709.4,592.7302,614.88,391.2366,455.84,60.46433,398.72
0.2125943,281380.8,304272.7,107371.6,90006.56,310.0976,449.12,110.0011,179.2,-90.51779,272.16
0.2141029,257902.5,232311.5,213592.8,167275.4,217.3813,646.24,505.5372,478.24,145.2097,414.4
0.2154743,286284.9,277393.8,172952.8,117548.5,126.8094,287.84,234.2004,439.04,344.0824,562.24
0.2159086,397131.2,300289.9,249812.9,155150.2,97.48154,275.52,404.0486,604.8,428.5245,788.48
0.2161371,449698.3,288093.1,372937.3,218793.1,182.7359,806.4,381.7819,395.36,216.0492,525.28
0.2161486,311930.7,242589.8,295172.1,177215.4,294.9464,424.48,262.781,430.08,391.3232,1254.4
0.2169029,436217.5,291183.2,385218.3,194122.9,537.1394,753.76,567.2687,512.96,749.1165,815.36
0.2175771,328628.3,325651.2,192535.4,139774.9,31.87292,269.92,153.7438,506.24,163.3501,455.84
