TIME,FSC-A,FSC-H,BSC-A,BSC-H,Pacific Blue-A,Pacific Blue-H,EGFP-A,EGFP-H,miRFP670-A,miRFP670-H
0.08422857,465161.2,317261.3,374315.8,198689.1,891.8028,1253.28,347.6672,367.36,8593.526,9724.96
0.08501714,288834.4,232098.7,225581.1,154789.6,369.3598,1127.84,293.3435,319.2,4967.919,7661.92
0.08606857,286180.8,248367.8,233909.1,143785.6,199.0785,1320.48,472.6246,638.4,12012.74,13643.84
0.08688,477074.6,271012,458908.9,205187.4,398.3411,1234.24,506.5119,474.88,13775.19,11408.32
0.08699428,277802.8,213012.8,274907.8,188987.7,95.90034,1376.48,225.6447,406.56,8835.048,11861.92
0.08724572,333131.9,272434.4,338553.6,231888.2,489.0214,1370.88,344.234,497.28,9262.998,9514.4
0.08810285,416335.9,293659.5,432806.6,279006.6,226.7169,1512,497.5446,586.88,6809.434,8052.8
0.08868571,458997.8,284286.3,419702.7,192638.9,616.5889,1858.08,475.9819,459.2,21892.16,13840.96
0.08893714,491913.8,320605.6,421662.9,206981.6,1632.364,1998.08,398.7202,624.96,14776.97,12280.8
0.09082286,185914.6,157587.4,202705.3,167325.8,956.3717,1861.44,363.869,641.76,5926.555,8572.48
0.09123429,364334.2,258685.3,254581.9,170901.9,772.1738,1602.72,296.4517,344.96,4511.421,6091.68
0.09132572,469158.4,323954.4,417880.6,259452.5,731.5176,1473.92,244.0233,521.92,10551.34,10703.84
0.09147429,286573,277458.7,170160.1,131546.2,324.4691,1351.84,91.58997,221.76,3910.211,3917.76
0.09169143,352414.2,276362.3,265273.2,180193.4,1000.439,1706.88,217.5438,509.6,7523.764,8335.04
0.09232,394872.5,268372.2,378578.8,201206.9,553.8719,1722.56,386.8071,416.64,3494,3036.32
0.09237714,415584.3,285565.3,279307.4,172041,529.5908,1615.04,263.5283,331.52,7360.056,8736
0.09356572,481482.5,309373.1,432825,219938.9,1168.728,2033.92,544.0057,535.36,20763.05,16696.96
0.09390857,413871.9,291475.5,385287.1,219829.1,1065.16,1854.72,399.4241,465.92,6022.282,4080.16
0.09398858,444116.8,295519.8,403706.3,208849.8,1087.264,2287.04,390.4135,545.44,11718.19,9775.36
0.09421714,424082.8,309170.4,377133.8,213030.7,1645.002,2274.72,379.8975,393.12,9195.062,9113.44
0.09482285,471802,299557.4,428549.2,223581.1,1430.112,1912.96,426.9758,424.48,6820.534,6438.88
0.09506286,348645.8,253160.3,223497.7,143075.5,400.7346,996.8,233.2149,381.92,6601.377,7916.16
0.09594285,395060,236651.5,403461.2,203455.8,1007.002,1632.96,473.9242,404.32,8198.337,7842.24
0.0964,455241.2,285836.3,389848.1,204954.4,883.0846,1610.56,395.5469,336,10224.18,7492.8
0.09729142,461219.5,313790.4,388888.9,211945.4,457.8524,990.08,326.581,397.6,5882.119,5257.28
0.09990857,434246,303820.2,350473.6,209752.5,1507.157,1827.84,311.8738,355.04,5014.943,4767.84
0.1002057,206244.3,176508.6,192518.3,126054.9,721.3807,1262.24,208.9014,321.44,6737.684,8044.96
0.1012,334584.1,245784,282011.5,186766.7,828.0461,1515.36,262.4886,274.4,12433.54,13726.72
0.1053714,356068,317889.6,489262.6,370416.5,1780.042,2932.16,763.044,913.92,3495.234,3704.96
0.1055086,380810.3,257481.3,450488.5,255677,185.4326,1050.56,577.7089,556.64,18782.26,12439.84
0.1074629,238559,208414.1,199945.7,152705.3,192.4288,1805.44,370.3345,403.2,4946.075,5824
