FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,SSC-ALin,SSC-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,SSC-ALog,SSC-WLog,TIME
4462.866699,5748.829102,29.736492,2.081364,8.057810,27.695057,5634.877441,22518.222656,3.649614,3.759579,1.473290,0.318348,0.906217,1.442402,3.750885,4.352534,30.000000
3786.892822,7857.566895,26.717512,6.292364,12.927032,46.878998,7459.907227,18316.634766,3.578283,3.895288,1.426796,0.798814,1.111499,1.670978,3.872733,4.262846,140.000000
6946.371094,13631.666992,7.814194,6.393964,14.283878,62.013985,12932.325195,16951.707031,3.841758,4.134549,0.892884,0.805770,1.154846,1.792490,4.111677,4.229213,188.000000
6382.657715,8253.462891,6.016374,4.236080,6.182896,64.188019,8239.847656,21968.039062,3.805001,3.916636,0.779335,0.626964,0.791192,1.807454,3.915919,4.341791,225.000000
8354.206055,6544.492188,92.468987,3.961268,20.793650,57.098507,10947.700195,20859.791016,3.921905,3.815876,1.965996,0.597834,1.317931,1.756625,4.039323,4.319310,271.000000
9323.341797,8736.916016,38.330872,4.462426,17.793173,41.007557,8799.541992,26915.779297,3.969572,3.941358,1.583549,0.649571,1.250253,1.612864,3.944460,4.430007,344.000000
14761.160156,14950.579102,70.620705,3.707819,12.661831,25.638205,15276.535156,34717.261719,4.169120,4.174658,1.848932,0.569119,1.102497,1.408888,4.184025,4.540545,450.000000
4440.516113,7032.053223,29.394197,3.791053,12.211605,15.733235,6835.527832,20163.886719,3.647434,3.847082,1.468262,0.578760,1.086773,1.196818,3.834772,4.304574,505.000000
6175.658691,8222.117188,2.608843,3.550409,23.476503,48.578136,8122.379395,22202.910156,3.790683,3.914984,0.416448,0.550278,1.370633,1.686441,3.909683,4.346410,561.000000
6527.004395,11098.240234,62.754082,3.098649,16.454830,40.045433,11895.608398,28115.650391,3.814714,4.045254,1.797642,0.491172,1.216293,1.602553,4.075387,4.448948,618.000000
9898.628906,14890.020508,177.342728,0.563530,24.737753,61.810459,56042.578125,99998.000000,3.995575,4.172895,2.248813,0.000000,1.393360,1.791062,4.748518,4.999991,771.000000
4891.919922,9334.958008,14.579917,3.339494,14.872872,49.793129,8984.599609,18136.677734,3.689479,3.970112,1.163755,0.523681,1.172395,1.697169,3.953499,4.258558,970.000000
4731.879883,6943.636230,5.911527,7.627590,21.694101,68.286308,7006.471191,24681.044922,3.675034,3.841587,0.771700,0.882387,1.336342,1.834334,3.845499,4.392364,1027.000000
7978.711426,10684.331055,36.138336,7.461549,20.087475,34.661224,25761.320312,49597.335938,3.901933,4.028748,1.557968,0.872829,1.302925,1.539844,4.410968,4.695458,1105.000000
5629.368164,6950.367676,23.886641,4.644796,9.821708,65.147064,6853.093262,25483.701172,3.750460,3.842008,1.378155,0.666967,0.992187,1.813895,3.835887,4.406262,1286.000000
8742.167969,17201.064453,27.235580,6.123377,17.074661,17.339863,16553.246094,21326.505859,3.941619,4.235555,1.435137,0.786991,1.232352,1.239046,4.218883,4.328920,1357.000000
3810.927490,7758.705078,3.922516,2.657144,6.432679,20.398932,7358.282715,23435.003906,3.581031,3.889789,0.593565,0.424415,0.808392,1.309607,3.866776,4.369865,1420.000000
6098.275391,4871.413086,5.880690,2.817324,10.117747,17.003735,4859.679688,25981.218750,3.785207,3.687655,0.769428,0.449837,1.005084,1.230544,3.686608,4.414660,1458.000000
7742.262695,11336.909180,152.296600,6.095301,33.551079,54.249130,10929.684570,20821.507812,3.888868,4.054495,2.182690,0.784995,1.525707,1.734393,4.038608,4.318512,1598.000000
4139.151367,8376.519531,27.846161,1.225919,14.903709,2.655099,8242.063477,26077.753906,3.616911,3.923064,1.444765,0.088462,1.173294,0.424081,3.916036,4.416270,1637.000000
8817.871094,12048.241211,61.896805,6.068623,24.555811,45.445057,11979.261719,27010.181641,3.945364,4.080924,1.791668,0.783090,1.390154,1.657487,4.078430,4.431528,1695.000000
3805.842529,3943.722656,3.311935,6.012734,8.224331,40.403145,3977.365723,28820.007812,3.580451,3.595906,0.520082,0.779072,0.915101,1.606415,3.599596,4.459694,1722.000000
9854.935547,15057.539062,81.318192,4.293172,21.521412,45.972378,15282.853516,0.000000,3.993654,4.177754,1.910188,0.632778,1.332871,1.662497,4.184205,0.000000,1880.000000
10955.527344,16591.466797,74.663483,3.961609,28.074358,69.078835,26121.453125,80919.382812,4.039633,4.219885,1.873108,0.597872,1.448310,1.839345,4.416997,4.908052,1925.000000
6889.306641,12357.657227,58.677380,2.823985,12.134512,60.120571,11825.569336,0.000000,3.838176,4.091936,1.768471,0.450862,1.084022,1.779023,4.072822,0.000000,1977.000000
4739.357910,7086.906738,28.617096,2.558171,4.869224,75.801384,7086.308594,25885.076172,3.675719,3.850457,1.456626,0.407930,0.687460,1.879677,3.850420,4.413049,2564.000000
