FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,SSC-ALin,SSC-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,SSC-ALog,SSC-WLog,TIME
8765.064453,12186.744141,474.254364,3.708733,33.430813,48.047733,21829.845703,99998.000000,3.942755,4.085888,2.676011,0.569226,1.524147,1.681673,4.339051,4.999991,28.000000
4191.636719,6953.281738,6.907575,1.737206,4.493007,17.959694,6758.328125,21088.035156,3.622384,3.842190,0.839326,0.239851,0.652537,1.254299,3.829839,4.324036,63.000000
5134.952148,16835.064453,507.312042,8.348007,25.157141,65.002129,18680.642578,35620.734375,3.710536,4.226215,2.705275,0.921583,1.400661,1.812928,4.271392,4.551703,90.000000
7591.887207,7260.104492,367.402802,3.944134,26.171690,15.856585,7099.153320,25236.611328,3.880350,3.860943,2.565142,0.595952,1.417832,1.200210,3.851207,4.402031,239.000000
13114.197266,24345.556641,506.901886,8.304482,36.872265,60.330265,24087.414062,21870.937500,4.117742,4.386420,2.704924,0.919313,1.566700,1.780535,4.381790,4.339868,260.000000
6015.615723,10393.655273,438.714264,0.000000,25.431593,26.917955,10128.926758,22482.621094,3.779280,4.016768,2.642182,0.000000,1.405374,1.430042,4.005563,4.351847,306.000000
5674.042480,8387.763672,6.593033,5.941617,22.304682,29.277016,8196.115234,25446.013672,3.753893,3.923646,0.819085,0.773905,1.348396,1.466527,3.913608,4.405620,371.000000
7141.393066,9454.986328,313.819763,0.000000,34.417606,51.449097,9397.788086,34198.144531,3.853783,3.975661,2.496680,0.000000,1.536781,1.711378,3.973026,4.534003,447.000000
12226.950195,14182.055664,403.454803,1.957516,15.727068,52.540741,19098.847656,64106.421875,4.087318,4.151739,2.605795,0.291705,1.196648,1.720496,4.281007,4.806901,763.000000
6522.187500,12166.675781,103.206566,3.641683,16.423992,13.799731,11655.863281,19435.503906,3.814393,4.085172,2.013707,0.561302,1.215479,1.139871,4.066545,4.288596,805.000000
8155.015137,7844.205078,7.012422,4.673528,10.481628,42.500088,7656.946289,26320.820312,3.911425,3.894549,0.845868,0.669645,1.020429,1.628390,3.884056,4.420300,886.000000
12378.546875,26321.125000,1351.331299,17.497375,107.144501,50.123089,28732.212891,70955.507812,4.092669,4.420304,3.130762,1.242973,2.029970,1.700038,4.458369,4.850986,942.000000
