FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,SSC-ALin,SSC-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,SSC-ALog,SSC-WLog,TIME
5890.496094,12050.705078,10.089993,9.478991,28.928553,260.828796,12791.072266,27118.302734,3.770152,4.081012,1.003891,0.976762,1.461327,2.416356,4.106907,4.433262,30.000000
4912.389648,4949.505371,6.259990,5.303546,8.070145,118.464905,5061.734375,28619.236328,3.691293,3.694562,0.796574,0.724566,0.906881,2.073590,3.704299,4.456658,179.000000
6558.313477,7164.801758,4.187717,3.774619,6.105803,72.597374,7298.173340,27666.126953,3.816792,3.855204,0.621977,0.576873,0.785743,1.860921,3.863214,4.441948,216.000000
3439.549805,7611.728027,3.638812,4.233844,10.056072,184.271896,7344.839844,24166.523438,3.536502,3.881483,0.560960,0.626735,1.002428,2.265459,3.865982,4.383214,300.000000
8645.341797,17910.187500,8.554292,7.578563,35.092945,221.085571,18463.757812,32584.798828,3.936782,4.253100,0.932184,0.879587,1.545220,2.344560,4.266320,4.513015,340.000000
10890.242188,9130.697266,6.987752,7.167949,10.179421,206.807861,8988.666992,26775.744141,4.037037,3.960504,0.844337,0.855395,1.007723,2.315567,3.953695,4.427742,414.000000
5603.729980,5234.041992,7.034008,9.592759,8.646804,106.515419,5244.907227,25797.947266,3.748477,3.718837,0.847203,0.981944,0.936856,2.027412,3.719738,4.411585,518.000000
5353.943848,3391.924561,7.826529,10.293513,23.433331,108.658615,3409.959473,27854.285156,3.728674,3.530446,0.893569,1.012564,1.369834,2.036064,3.532749,4.444892,579.000000
6341.585449,9060.573242,4.933982,6.047088,15.023975,86.585220,9040.980469,23774.314453,3.802198,3.957156,0.693198,0.781546,1.176785,1.937444,3.956216,4.376108,605.000000
5950.857422,22190.771484,16.636770,7.759610,19.119181,200.356674,22030.166016,20709.166016,3.774580,4.346172,1.221069,0.889840,1.281469,2.301804,4.343018,4.316163,671.000000
9864.291016,10339.603516,4.341904,5.317738,17.808592,173.805679,10119.432617,27050.222656,3.994066,4.014504,0.637680,0.725727,1.250630,2.240064,4.005156,4.432171,792.000000
5932.215820,7287.984863,2.041435,3.546060,9.060024,64.046173,7152.462891,28210.755859,3.773217,3.862607,0.309936,0.549746,0.957129,1.806493,3.854456,4.450415,827.000000
10343.899414,13041.492188,6.087300,3.898183,18.628866,98.454529,13020.392578,24096.171875,4.014684,4.115327,0.784425,0.590862,1.270186,1.993236,4.114624,4.381948,943.000000
5256.741699,11856.003906,8.168824,6.585561,23.550512,211.236099,11020.928711,18735.332031,3.720717,4.073938,0.912160,0.818593,1.372000,2.324768,4.042218,4.272661,1070.000000
3553.808350,5618.951172,3.644979,3.872356,1.409269,121.783012,5526.198730,23528.433594,3.550694,3.749655,0.561695,0.587975,0.148994,2.085587,3.742426,4.371593,1145.000000
4319.405273,8074.622070,5.125174,3.700555,13.725721,144.164780,8109.272949,23987.714844,3.635424,3.907122,0.709709,0.568267,1.137535,2.158859,3.908982,4.379989,1193.000000
8884.710938,19275.210938,11.200139,7.347252,23.911310,143.406189,20505.396484,27370.382812,3.948643,4.284999,1.049223,0.866125,1.378603,2.156568,4.311868,4.437281,1287.000000
4198.991211,8097.900879,3.071404,1.682326,9.174123,65.652802,7830.061523,21097.566406,3.623145,3.908372,0.487337,0.225910,0.962565,1.817253,3.893765,4.324233,1313.000000
11820.365234,16623.828125,13.408096,10.566303,32.592033,216.632645,16173.317383,21639.458984,4.072631,4.220731,1.127367,1.023923,1.513111,2.335724,4.208799,4.335247,1523.000000
5332.034180,6285.850098,5.396543,5.699289,3.956437,62.655403,6180.437012,23934.625000,3.726893,3.798364,0.732116,0.755821,0.597304,1.796959,3.791019,4.379026,1799.000000
5080.265137,6919.413086,3.577137,7.913478,10.987361,122.985672,6834.221680,30428.371094,3.705886,3.840069,0.553536,0.898367,1.040893,2.089854,3.834689,4.483279,1823.000000
5633.571289,8171.682617,5.193016,3.942746,12.220857,273.598541,13814.547852,10800.631836,3.750784,3.912312,0.715420,0.595799,1.087102,2.437114,4.140337,4.033449,2186.000000
5761.454102,8191.884277,6.987752,1.385939,27.926338,13.195318,8032.784180,20955.974609,3.760532,3.913384,0.844337,0.141744,1.446014,1.120420,3.904866,4.321308,2359.000000
7761.696289,12047.503906,5.263942,3.947145,28.342644,265.127533,11958.482422,24794.072266,3.889957,4.080897,0.721311,0.596283,1.452440,2.423455,4.077676,4.394348,2528.000000
5485.835449,6394.619629,5.353371,4.156083,8.174992,100.832092,6493.278320,27355.791016,3.739243,3.805815,0.728627,0.618684,0.912487,2.003599,3.812464,4.437049,2642.000000
5333.936523,14219.630859,7.465732,8.048836,15.810328,95.463303,14024.396484,25993.199219,3.727048,4.152888,0.873072,0.905733,1.198941,1.979836,4.146884,4.414860,2687.000000
4741.257812,10029.844727,2.960389,3.794775,19.285702,156.006348,9652.391602,23697.519531,3.675894,4.001294,0.471349,0.579186,1.285235,2.193142,3.984635,4.374703,2740.000000
4658.496094,6359.539062,4.076703,2.538127,4.696534,106.931725,6453.704102,26790.431641,3.668246,3.803426,0.610309,0.404513,0.671777,2.029107,3.809809,4.427980,2797.000000
4088.396240,4399.989258,3.870092,5.737498,12.254778,21.367226,4371.296387,28209.445312,3.611553,3.643452,0.587721,0.758723,1.088305,1.329748,3.640610,4.450395,2835.000000
7013.788086,9339.395508,4.785963,5.015181,16.229717,84.534531,9277.108398,23561.507812,3.845953,3.970319,0.679969,0.700287,1.210311,1.927034,3.967413,4.372203,3070.000000
5568.732422,9038.878906,7.052511,4.595032,22.017895,197.908188,8737.744141,21195.626953,3.745756,3.956115,0.848344,0.662288,1.342776,2.296464,3.941399,4.326246,3156.000000
8273.969727,11060.896484,6.907575,6.859295,19.809938,410.007751,10988.440430,23660.291016,3.917714,4.043790,0.839326,0.836280,1.296883,2.612792,4.040936,4.374020,3335.000000
8874.361328,18447.527344,4.736623,5.674455,20.253996,202.916183,18156.406250,23376.539062,3.948137,4.265938,0.675469,0.753924,1.306511,2.307317,4.259030,4.368780,3372.000000
5660.137695,6874.375488,5.957783,3.502539,15.656141,171.054993,6911.552734,25799.914062,3.752827,3.837233,0.775085,0.544383,1.194685,2.233136,3.839576,4.411618,3524.000000
