FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-R-ALin,RED-R-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-R-ALog,RED-R-WLog,TIME
17476.138672,62917.781250,46974.835938,1416.974854,2888.636719,4996.094727,4047.962402,37676.570312,4.242445,4.798773,4.671865,3.151362,3.460693,3.698631,3.607236,4.576071,143.000000
36051.089844,37003.152344,1207.188110,73.041435,717.703186,6568.184570,5262.775391,70997.195312,4.556919,4.568239,3.081775,1.863569,2.855945,3.817445,3.721215,4.851241,599.000000
35011.699219,39684.648438,360.063507,44.886902,655.609009,3306.403076,1440.192261,99998.000000,4.544213,4.598622,2.556379,1.652120,2.816645,3.519356,3.158421,4.999991,725.000000
49430.191406,40773.484375,39145.988281,1093.802124,2219.773926,4830.072266,2098.258301,99998.000000,4.693992,4.610378,4.592687,3.038939,3.346309,3.683954,3.321859,4.999991,1350.000000
37420.699219,50833.656250,474.023071,41.328266,502.957794,8362.665039,6160.095215,99998.000000,4.573112,4.706151,2.675799,1.616247,2.701532,3.922345,3.789587,4.999991,3025.000000
29997.617188,34869.328125,214.258163,26.680508,1275.853760,2003.057983,2825.530518,99998.000000,4.477087,4.542444,2.330937,1.426194,3.105801,3.301693,3.451100,4.999991,3546.000000
53609.484375,28698.781250,299.178162,28.768198,528.065613,6260.847168,4291.977051,99998.000000,4.729242,4.457863,2.475930,1.458913,2.722688,3.796633,3.632657,4.999991,4518.000000
56193.667969,47969.125000,46116.128906,1419.611450,1776.689941,3386.413818,3277.757812,99998.000000,4.749687,4.680962,4.663853,3.152169,3.249612,3.529740,3.515577,4.999991,5324.000000
43841.742188,36872.503906,808.568665,66.146194,389.303528,4497.164062,4095.765869,99998.000000,4.641888,4.566703,2.907717,1.820505,2.590288,3.652939,3.612335,4.999991,6323.000000
35473.285156,28833.132812,12297.783203,381.430725,1171.863892,4011.993408,3154.018311,5482.039551,4.549901,4.459892,4.089827,2.581416,3.068877,3.603360,3.498864,3.738942,6463.000000
35564.343750,16729.853516,128.366791,13.654796,580.236267,4021.142822,3941.127441,99998.000000,4.551015,4.223492,2.108453,1.135285,2.763605,3.604350,3.595620,4.999991,6649.000000
39443.136719,15494.455078,233.266327,50.736755,399.840637,3710.598145,3175.161133,99998.000000,4.595972,4.190176,2.367852,1.705323,2.601887,3.569444,3.501766,4.999991,6911.000000
34922.835938,60439.066406,27974.373047,834.188354,2027.965332,6981.917480,5478.849609,0.000000,4.543109,4.781318,4.446760,2.921264,3.307060,3.843975,3.738689,0.000000,6930.000000
