FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-R-ALin,RED-R-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-R-ALog,RED-R-WLog,TIME
78955.585938,67524.750000,411.639038,44.337997,285.760834,9446.213867,5081.736328,0.000000,4.897383,4.829463,2.614516,1.646776,2.456003,3.975258,3.706012,0.000000,1283.000000
66003.953125,53816.261719,327.147675,47.409401,976.135925,3943.090332,1247.222412,99998.000000,4.819570,4.730914,2.514744,1.675864,2.989510,3.595837,3.095944,4.999991,1633.000000
48660.902344,36423.113281,411.432434,39.619877,764.622253,3254.630371,1883.019043,0.000000,4.687180,4.561377,2.614299,1.597913,2.883447,3.512502,3.274855,0.000000,2376.000000
52777.589844,56370.160156,184.311981,35.598679,649.241089,6841.647461,5276.747070,0.000000,4.722450,4.751049,2.265553,1.551434,2.812406,3.835161,3.722366,0.000000,2735.000000
25494.458984,9093.023438,188.367096,23.781794,0.000000,3109.515625,3235.727295,99998.000000,4.406446,3.958708,2.275005,1.376245,0.000000,3.492693,3.509972,4.999991,3096.000000
41415.484375,33128.218750,174.798645,29.597725,935.726624,5110.991699,3714.459473,99998.000000,4.617163,4.520198,2.242538,1.471258,2.971149,3.708505,3.569896,4.999991,4422.000000
99998.000000,37813.031250,497.141846,53.502869,720.907166,4881.262207,4441.125488,23536.654297,4.999991,4.577641,2.696480,1.728377,2.857879,3.688532,3.647493,4.371745,5014.000000
59417.441406,56497.191406,268.994537,45.152103,523.788452,4260.869629,350.671265,0.000000,4.773914,4.752027,2.429744,1.654678,2.719156,3.629498,2.544900,0.000000,5654.000000
55886.886719,29719.949219,366.554779,43.634903,769.294128,5858.511719,5625.694824,99998.000000,4.747310,4.473048,2.564139,1.639834,2.886092,3.767787,3.750176,4.999991,6523.000000
49804.296875,58529.867188,324.825623,61.603848,618.853943,2331.990967,2326.488281,24925.781250,4.697267,4.767377,2.511650,1.789608,2.791588,3.367727,3.366701,4.396649,7116.000000
56301.144531,33963.617188,208.547089,65.295082,1159.544312,6040.291992,2964.934082,99998.000000,4.750517,4.531014,2.319204,1.814880,3.064287,3.781058,3.472015,4.999991,7913.000000
35632.050781,20149.902344,302.116974,90.723595,512.255249,5219.813965,4578.638184,14597.214844,4.551841,4.304273,2.480175,1.957720,2.709486,3.717655,3.660736,4.164270,10001.000000
41669.527344,45736.429688,260.791779,61.138203,944.512146,5447.011230,3295.216309,0.000000,4.619819,4.660262,2.416294,1.786313,2.975208,3.736158,3.517884,0.000000,10197.000000
22474.470703,18236.814453,102.444885,14.018677,58.150063,2874.192627,2782.811279,99998.000000,4.351689,4.260949,2.010490,1.146707,1.764550,3.458516,3.444484,4.999991,11138.000000
43810.507812,30701.708984,192.776840,66.343559,495.674011,3777.043457,3668.018799,99998.000000,4.641578,4.487163,2.285055,1.821799,2.695196,3.577152,3.564432,4.999991,13928.000000
40908.230469,23771.701172,218.479813,63.632950,263.308105,4206.309082,3601.752930,11624.548828,4.611811,4.376060,2.339411,1.803682,2.420464,3.623901,3.556514,4.065376,14327.000000
59189.027344,61766.750000,248.265640,66.852371,738.287170,8086.416992,3528.562256,0.000000,4.772241,4.790755,2.394917,1.825117,2.868225,3.907756,3.547598,0.000000,14448.000000
57584.128906,69883.109375,410.963684,85.749527,527.763367,8533.130859,6242.650879,0.000000,4.760303,4.844372,2.613803,1.933232,2.722439,3.931108,3.795369,0.000000,15520.000000
25037.337891,28354.093750,205.272156,28.413568,826.084290,5352.611816,4359.580078,99998.000000,4.398588,4.452616,2.312330,1.453526,2.917024,3.728566,3.639445,4.999991,15747.000000
28492.541016,66386.164062,417.442627,41.093903,1062.193848,5018.130859,4785.529297,99998.000000,4.454731,4.822078,2.620597,1.613777,3.026204,3.700542,3.679930,4.999991,16342.000000
87234.085938,66470.250000,391.548462,84.879906,780.201294,6331.871582,4173.846680,0.000000,4.940686,4.822628,2.592786,1.928805,2.892207,3.801532,3.620537,0.000000,16379.000000
67260.734375,41285.660156,333.222656,66.411400,656.783936,6202.789551,5534.982910,0.000000,4.827762,4.615799,2.522734,1.822243,2.817423,3.792587,3.743116,0.000000,17357.000000
37508.636719,46517.972656,192.218689,68.045776,913.384888,3660.471924,2384.898926,0.000000,4.574131,4.667621,2.283796,1.832801,2.960654,3.563537,3.377470,0.000000,19923.000000
43669.953125,29414.574219,321.800476,79.073227,559.994629,5077.579590,3427.211182,0.000000,4.640182,4.468563,2.507587,1.898029,2.748184,3.705657,3.534941,0.000000,21496.000000
21255.714844,36870.875000,185.708908,23.248306,331.363159,5538.277832,3896.833984,0.000000,4.327476,4.566683,2.268833,1.366391,2.520304,3.743375,3.590712,0.000000,21520.000000
40781.492188,31209.166016,253.631348,38.404881,526.024170,3314.969727,2097.864502,99998.000000,4.610463,4.494282,2.404203,1.584386,2.721006,3.520480,3.321777,4.999991,21626.000000
39684.085938,30814.244141,169.217087,19.569407,529.345337,6050.378906,3254.934082,0.000000,4.598617,4.488751,2.228444,1.291578,2.723739,3.781783,3.512542,0.000000,21864.000000
99998.000000,68147.187500,531.026001,58.072968,1129.764648,2742.344238,2182.416992,27600.527344,4.999991,4.833448,2.725116,1.763974,3.052988,3.438122,3.338938,4.440917,21955.000000
57895.355469,50875.660156,177.299561,37.300903,793.449036,5685.680176,5309.968262,25352.804688,4.762644,4.706510,2.248708,1.571719,2.899519,3.754782,3.725092,4.404026,22704.000000
32149.304688,48464.414062,110.049385,39.181984,720.879456,3576.011475,3826.187988,46723.453125,4.507172,4.685423,2.041588,1.593086,2.857863,3.553399,3.582766,4.669535,22998.000000
72334.335938,99998.000000,777.355042,123.047340,1253.327026,5398.180176,5221.230469,99998.000000,4.859344,4.999991,2.890620,2.090072,3.098064,3.732247,3.717773,4.999991,23626.000000
32165.566406,28791.296875,167.746140,27.540871,1272.282715,4587.554688,3131.816162,99998.000000,4.507391,4.459261,2.224653,1.439978,3.104584,3.661581,3.495796,4.999991,23773.000000
50729.687500,62732.601562,171.425034,71.613663,666.189331,4237.618164,3271.781738,0.000000,4.705262,4.797493,2.234074,1.854996,2.823598,3.627122,3.514784,0.000000,24103.000000
38548.671875,26101.001953,187.334045,65.933418,910.372131,5471.711914,3099.007080,0.000000,4.586010,4.416657,2.272617,1.819106,2.959219,3.738123,3.491223,0.000000,24200.000000
67963.476562,59797.660156,314.433411,74.774498,630.371704,4417.644043,4365.782715,53834.121094,4.832275,4.776684,2.497529,1.873754,2.799597,3.645191,3.640062,4.731058,24523.000000
91882.906250,41834.312500,388.763855,76.809761,1213.389526,5647.398926,3485.635010,0.000000,4.963235,4.621532,2.589686,1.885416,3.084000,3.751848,3.542282,0.000000,24608.000000
66733.781250,56138.179688,260.791779,92.287048,323.194336,5732.747559,2593.940674,0.000000,4.824346,4.749259,2.416294,1.965141,2.509464,3.758363,3.413960,0.000000,25385.000000
64728.070312,51191.996094,391.431305,79.452530,1424.095215,4353.264648,3781.674316,7624.029785,4.811093,4.709202,2.592656,1.900108,3.153539,3.638815,3.577684,3.882185,25436.000000
35576.511719,39811.566406,51.362751,24.861101,412.209534,4688.997559,4251.850586,99998.000000,4.551163,4.600009,1.710648,1.395520,2.615118,3.671080,3.628578,4.999991,25452.000000
38134.812500,37422.914062,215.146286,41.032227,339.467224,4539.951172,4012.523438,99998.000000,4.581322,4.573138,2.332734,1.613125,2.530798,3.657051,3.603418,4.999991,26193.000000
43549.781250,27109.039062,366.585602,67.694237,555.563293,4730.140625,4626.129395,99998.000000,4.638986,4.433114,2.564175,1.830552,2.744734,3.674874,3.665218,4.999991,26584.000000
20303.302734,9684.740234,108.001785,17.762335,565.933899,2755.709229,623.948303,0.000000,4.307567,3.986088,2.033431,1.249500,2.752766,3.440233,2.795149,0.000000,26880.000000
51830.562500,68111.953125,337.015656,71.555077,1147.570190,4566.267578,4638.238770,99998.000000,4.714586,4.833223,2.527650,1.854640,3.059779,3.659561,3.666353,4.999991,27121.000000
32616.927734,60410.800781,397.759125,90.791435,1314.597778,5770.686523,6270.339844,0.000000,4.513443,4.781115,2.599620,1.958045,3.118793,3.761227,3.797291,0.000000,27320.000000
42650.332031,51193.011719,407.642517,94.124954,860.680725,4204.979980,1370.770874,99998.000000,4.629922,4.709211,2.610280,1.973705,2.934842,3.623764,3.136965,4.999991,27389.000000
39164.082031,19579.054688,216.792999,44.156055,579.631897,4077.738770,4271.955566,99998.000000,4.592888,4.291792,2.336045,1.644990,2.763152,3.610420,3.630627,4.999991,27879.000000
35730.378906,29701.218750,217.752045,42.358234,707.351074,6883.133301,6133.263184,99998.000000,4.553038,4.472775,2.337962,1.626938,2.849635,3.837786,3.787692,4.999991,28277.000000
72365.507812,33999.054688,278.936493,53.509033,1294.661499,3642.234619,3580.015137,99998.000000,4.859531,4.531467,2.445505,1.728427,3.112156,3.561368,3.553885,4.999991,29419.000000
46605.570312,31870.359375,229.362320,40.551163,525.348816,4516.015137,2495.084229,99998.000000,4.668438,4.503387,2.360522,1.608003,2.720448,3.654755,3.397085,4.999991,29477.000000
53292.730469,37896.011719,231.440765,31.562067,406.816071,4440.229004,3563.633789,99998.000000,4.726668,4.578594,2.364440,1.499165,2.609398,3.647405,3.551893,4.999991,29807.000000
46526.992188,17015.042969,141.278412,49.848637,367.846863,5805.785645,5408.194336,99998.000000,4.667705,4.230833,2.150076,1.697653,2.565667,3.763861,3.733052,4.999991,30165.000000
73573.156250,84754.625000,559.769531,97.788437,1405.623657,6060.591797,5913.350586,99998.000000,4.866719,4.928164,2.748009,1.990288,3.147869,3.782515,3.771834,4.999991,30585.000000
32819.640625,44647.054688,101.371742,52.139854,220.166611,4310.894043,4132.409180,99998.000000,4.516134,4.649793,2.005917,1.717170,2.342752,3.634567,3.616203,4.999991,30994.000000
38752.957031,36568.082031,195.006393,53.965427,279.957214,7218.372559,8541.379883,39463.691406,4.588305,4.563102,2.290049,1.732116,2.447092,3.858439,3.931528,4.596198,31323.000000
25389.623047,23910.125000,197.168091,62.125000,339.297607,5473.765625,2888.018311,0.000000,4.404656,4.378582,2.294837,1.793266,2.530581,3.738286,3.460600,0.000000,31382.000000
38536.570312,36968.847656,260.563599,54.724030,678.453369,4004.018799,2912.624512,99998.000000,4.585873,4.567836,2.415914,1.738178,2.831520,3.602496,3.464284,4.999991,31488.000000
33716.722656,53362.464844,102.586739,39.015461,726.198914,4145.506836,4930.251465,99998.000000,4.527845,4.727236,2.011091,1.591237,2.861056,3.617578,3.692869,4.999991,31764.000000
52351.312500,45008.429688,182.699188,42.185547,471.182953,4877.503418,3250.750000,99998.000000,4.718927,4.653294,2.261737,1.625164,2.673190,3.688198,3.511984,4.999991,31851.000000
36562.871094,33462.253906,140.137421,46.475025,674.475342,5742.119141,2719.197021,0.000000,4.563040,4.524555,2.146554,1.667220,2.828966,3.759072,3.434441,0.000000,33334.000000
32676.597656,21110.636719,107.178421,62.162006,124.416527,3677.543457,3982.054932,62231.781250,4.514237,4.324502,2.030107,1.793525,2.094878,3.565558,3.600107,4.794012,33581.000000
35659.832031,33068.882812,240.562454,52.685677,492.676605,5482.455566,3977.840332,0.000000,4.552179,4.519420,2.381228,1.721693,2.692562,3.738975,3.599647,0.000000,33911.000000
41075.875000,27720.466797,349.831665,16.368484,414.275635,5157.139648,4544.080566,99998.000000,4.613587,4.442801,2.543859,1.214008,2.617289,3.712409,3.657446,4.999991,33976.000000
36866.328125,35657.617188,341.847870,64.573486,471.691772,5528.083008,4881.227051,50755.343750,4.566630,4.552152,2.533833,1.810054,2.673658,3.742574,3.688529,4.705482,34324.000000
38663.996094,59300.882812,339.704651,48.562717,413.880920,7980.780762,4375.010742,0.000000,4.587307,4.773061,2.531101,1.686303,2.616875,3.902045,3.640979,0.000000,34432.000000
61941.808594,35847.363281,381.143951,102.605240,555.677368,4634.069824,3447.990723,0.000000,4.791984,4.554457,2.581089,2.011169,2.744823,3.665962,3.537566,0.000000,35142.000000
54516.601562,59506.316406,298.253052,42.284225,749.249817,8044.145508,4067.782715,0.000000,4.736529,4.774563,2.474585,1.626178,2.874627,3.905480,3.609358,0.000000,35533.000000
27330.251953,39127.515625,81.999695,62.211346,266.546051,4835.256348,4447.890137,99998.000000,4.436644,4.592482,1.913812,1.793870,2.425772,3.684419,3.648154,4.999991,37348.000000
58400.929688,42570.105469,399.300995,53.515202,556.195435,2193.167236,2674.826904,99998.000000,4.766420,4.629105,2.601300,1.728477,2.745227,3.341072,3.427296,4.999991,38189.000000
