FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-R-ALin,RED-R-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-R-ALog,RED-R-WLog,TIME
57648.226562,36203.382812,332.871094,36.437458,372.287445,4546.257324,2304.346924,99998.000000,4.760786,4.558749,2.522276,1.561548,2.570879,3.657654,3.362548,4.999991,312.000000
32986.257812,31200.988281,203.289307,70.247566,393.996979,4047.826416,3009.063477,99998.000000,4.518333,4.494168,2.308115,1.846631,2.595493,3.607222,3.478431,4.999991,675.000000
50219.445312,28549.919922,343.883118,27.047472,429.900940,5441.432617,5613.319824,55239.761719,4.700872,4.455605,2.536411,1.432127,2.633368,3.735713,3.749220,4.742252,970.000000
69401.406250,42092.847656,326.697449,58.359756,781.117188,5570.348633,2759.175293,99998.000000,4.841368,4.624208,2.514146,1.766114,2.892716,3.745882,3.440779,4.999991,1167.000000
28436.384766,41720.066406,97.384468,35.746700,268.556641,5069.950195,2651.494873,0.000000,4.453875,4.620345,1.988490,1.553236,2.429036,3.705004,3.423491,0.000000,1661.000000
42565.140625,21320.611328,145.944107,30.969988,639.841858,4122.341797,3149.769775,0.000000,4.629054,4.328800,2.164186,1.490941,2.806073,3.615144,3.498279,0.000000,2056.000000
31070.058594,47896.437500,177.475327,21.601589,332.377686,6010.613770,5581.276367,99998.000000,4.492342,4.680303,2.249138,1.334486,2.521632,3.778919,3.746733,4.999991,2710.000000
79388.468750,55382.832031,292.834930,57.335953,227.505905,5537.565430,5362.388672,99998.000000,4.899757,4.743375,2.466623,1.758427,2.356993,3.743319,3.729358,4.999991,3138.000000
37609.949219,21400.156250,263.665833,67.577049,894.185547,5040.025391,4442.313965,0.000000,4.575303,4.330417,2.421054,1.829799,2.951428,3.702433,3.647609,0.000000,3642.000000
64326.027344,42909.125000,402.483429,88.589645,484.535522,7770.516113,5696.462891,99998.000000,4.808387,4.632550,2.604748,1.947383,2.685326,3.890450,3.755605,4.999991,4240.000000
55584.273438,38644.683594,342.079132,54.702442,425.007050,8147.650879,6451.700195,99998.000000,4.744952,4.587090,2.534127,1.738007,2.628396,3.911032,3.809674,4.999991,4285.000000
39646.968750,36069.214844,356.877991,60.237751,697.109985,3442.945068,2930.181885,23216.482422,4.598210,4.557137,2.552520,1.779869,2.843301,3.536930,3.466895,4.365797,5537.000000
48723.703125,45041.226562,294.497040,29.514463,1019.835571,6149.129395,5185.755859,2001.001831,4.687740,4.653610,2.469081,1.470035,3.008530,3.788814,3.714812,3.301248,6451.000000
74295.187500,42658.257812,350.605682,61.640854,520.285339,5619.386230,5637.993652,99998.000000,4.870961,4.630003,2.544819,1.789869,2.716242,3.749689,3.751125,4.999991,7198.000000
33918.371094,42955.699219,207.742233,25.810894,654.760986,4490.688477,4008.147705,99998.000000,4.530435,4.633021,2.317525,1.411803,2.816083,3.652313,3.602944,4.999991,7587.000000
32730.193359,48297.687500,354.941406,57.493225,202.284012,7458.968750,19631.789062,0.000000,4.514948,4.683926,2.550157,1.759617,2.305962,3.872679,4.292960,0.000000,7805.000000
76605.476562,79141.625000,595.173889,70.198227,1004.996643,4512.798828,5041.250488,63536.914062,4.884260,4.898405,2.774644,1.846326,3.002165,3.654446,3.702538,4.803026,7823.000000
56776.238281,44663.089844,281.798218,50.671993,867.665405,5991.583984,7222.354980,5417.470215,4.754167,4.649949,2.449938,1.704768,2.938352,3.777542,3.858679,3.733797,10517.000000
42674.558594,20531.992188,216.888596,36.613232,791.497070,7920.558105,5609.028320,0.000000,4.630169,4.312431,2.336237,1.563638,2.898449,3.898756,3.748888,0.000000,10690.000000
51010.507812,50804.257812,264.837646,73.485497,374.899384,5847.835449,2922.233398,99998.000000,4.707660,4.705900,2.422980,1.866202,2.573915,3.766995,3.465715,4.999991,11279.000000
41384.218750,58938.578125,334.345123,61.517506,1004.160950,5459.327637,7615.145508,99998.000000,4.616835,4.770400,2.524195,1.788999,3.001803,3.737139,3.881678,4.999991,11882.000000
26798.244141,39910.898438,130.756683,79.030060,589.604675,4354.550781,2049.844482,99998.000000,4.428106,4.601091,2.116464,1.897792,2.770561,3.638943,3.311721,4.999991,14668.000000
40804.156250,42901.687500,102.207436,38.824272,398.419037,6367.140137,8088.203613,99998.000000,4.610704,4.632474,2.009482,1.589103,2.600340,3.803944,3.907852,4.999991,15846.000000
75987.562500,56059.843750,428.399170,67.299515,518.573853,5920.096680,5786.689941,99998.000000,4.880743,4.748652,2.631849,1.828012,2.714811,3.772329,3.762430,4.999991,16100.000000
42340.101562,73887.867188,345.881378,65.874825,405.897125,7324.490234,5291.459473,99998.000000,4.626752,4.868573,2.538927,1.818720,2.608416,3.864777,3.723576,4.999991,16478.000000
26785.373047,40833.613281,142.724686,13.781228,331.807220,4703.731445,4591.490723,99998.000000,4.427898,4.611018,2.154499,1.139288,2.520886,3.672442,3.661954,4.999991,16888.000000
51270.441406,26205.951172,507.053009,64.949707,497.656830,3853.177734,3275.582520,99998.000000,4.709867,4.418400,2.705053,1.812577,2.696930,3.585819,3.515289,4.999991,18238.000000
39117.906250,22312.218750,169.661133,59.028927,919.290283,6860.893066,4254.991699,99998.000000,4.592376,4.348543,2.229582,1.771065,2.963453,3.836381,3.628899,4.999991,18883.000000
45623.308594,65188.867188,251.774933,50.523975,691.349548,6229.238770,4666.265137,99998.000000,4.659187,4.814173,2.401012,1.703498,2.839698,3.794435,3.668969,4.999991,19287.000000
35759.964844,30732.876953,233.229324,61.650105,730.944763,5087.274414,5361.492676,99998.000000,4.553397,4.487603,2.367783,1.789934,2.863884,3.706485,3.729286,4.999991,20010.000000
42217.562500,23352.046875,304.901581,42.191715,918.439148,4250.159668,3158.846436,24241.718750,4.625493,4.368325,2.484160,1.625227,2.963050,3.628405,3.499528,4.384563,21098.000000
51431.148438,43762.515625,270.265045,45.589993,987.773926,6356.202148,3493.003662,0.000000,4.711226,4.641102,2.431790,1.658870,2.994658,3.803198,3.543199,0.000000,21559.000000
77884.546875,36067.746094,425.111877,41.245007,725.350891,7179.168945,5378.282715,99998.000000,4.891451,4.557119,2.628503,1.615371,2.860548,3.856074,3.730644,4.999991,22225.000000
58898.023438,44623.406250,183.710648,36.594727,358.213257,4845.787109,3120.107178,0.000000,4.770101,4.649563,2.264134,1.563419,2.554142,3.685364,3.494169,0.000000,22806.000000
38601.167969,17652.763672,205.509598,54.128868,494.748871,6170.375977,5748.842773,19488.384766,4.586600,4.246813,2.312832,1.733429,2.694385,3.790312,3.759580,4.289776,24366.000000
51971.734375,38743.425781,276.848816,53.663223,655.263672,4635.433105,2883.739990,0.000000,4.715767,4.588198,2.442243,1.729677,2.816416,3.666090,3.459956,0.000000,26730.000000
88382.148438,80945.687500,348.308289,58.520111,504.980713,5082.883301,6064.801758,99998.000000,4.946364,4.908194,2.541964,1.767305,2.703275,3.706110,3.782817,4.999991,26856.000000
40568.902344,34910.347656,303.874695,36.903103,370.529724,4290.103516,1604.767334,0.000000,4.608193,4.542954,2.482695,1.567063,2.568823,3.632468,3.205412,0.000000,27954.000000
38513.800781,37671.800781,405.906372,70.364754,467.183350,5118.642578,5248.002441,99998.000000,4.585617,4.576016,2.608426,1.847355,2.669487,3.709155,3.719994,4.999991,30697.000000
58591.812500,33275.593750,282.911438,63.904320,859.709351,6279.238281,4828.304199,0.000000,4.767837,4.522126,2.451651,1.805530,2.934352,3.797907,3.683795,0.000000,32379.000000
30872.177734,33731.593750,206.709183,86.498871,1014.278687,5697.549805,7079.834473,99998.000000,4.489567,4.528037,2.315360,1.937010,3.006157,3.755688,3.850023,4.999991,32458.000000
41947.097656,24625.492188,397.860901,35.907055,1009.258362,3134.244141,3131.171631,99998.000000,4.622702,4.391385,2.599731,1.555180,3.004002,3.496133,3.495707,4.999991,32645.000000
57173.652344,56579.671875,191.623520,39.342339,730.491455,3390.373291,2763.594727,99998.000000,4.757196,4.752660,2.282449,1.594860,2.863615,3.530247,3.441474,4.999991,32781.000000
