FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-R-ALin,RED-R-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-R-ALog,RED-R-WLog,TIME
70059.164062,59405.937500,15084.996094,685.120422,11898.380859,5872.533203,2445.023438,99998.000000,4.845465,4.773830,4.178545,2.835767,4.075488,3.768826,3.388283,4.999991,398.000000
60336.464844,42643.089844,13406.458984,576.119507,11112.450195,7177.481934,6853.047852,25492.439453,4.780580,4.629848,4.127314,2.760513,4.045810,3.855972,3.835884,4.406411,695.000000
55696.785156,28762.271484,11559.721680,385.572205,6184.157227,4463.391113,4807.942383,99998.000000,4.745830,4.458823,4.062947,2.586106,3.791281,3.649665,3.681959,4.999991,908.000000
64462.648438,69977.898438,14220.106445,719.908081,8157.479004,7337.620605,7479.620117,99998.000000,4.809308,4.844961,4.152903,2.857277,3.911556,3.865555,3.873879,4.999991,1291.000000
77436.968750,59768.703125,15577.382812,627.466797,11562.222656,8006.668457,7365.943359,41192.050781,4.888948,4.776474,4.192494,2.797591,4.063041,3.903452,3.867228,4.614813,1314.000000
38904.082031,29450.316406,233.121399,152.515549,7864.606934,5724.344238,6338.380859,99998.000000,4.589995,4.469090,2.367582,2.183314,3.895677,3.757726,3.801978,4.999991,1332.000000
36422.417969,72656.460938,2793.324463,385.720215,9127.209961,9542.925781,6202.358398,99998.000000,4.561369,4.861274,3.446121,2.586272,3.960338,3.979681,3.792557,4.999991,1556.000000
67204.601562,52466.878906,474.750824,287.003571,12026.229492,6251.025391,5619.980957,99998.000000,4.827399,4.719885,2.676466,2.457887,4.080130,3.795951,3.749735,4.999991,1655.000000
71228.351562,78386.890625,666.303406,315.654572,10967.877930,5996.151367,3405.241455,14627.172852,4.852653,4.894243,2.823672,2.499212,4.040123,3.777873,3.532148,4.165160,1674.000000
43119.042969,18127.455078,499.463928,281.875305,9424.698242,7481.622070,8011.235840,99998.000000,4.634669,4.258337,2.698504,2.450057,3.974267,3.873996,3.903699,4.999991,1785.000000
68627.515625,50786.609375,14886.474609,565.560791,7961.198730,5888.519531,5019.107910,99998.000000,4.836498,4.705749,4.172792,2.752479,3.900979,3.770006,3.700627,4.999991,1893.000000
61913.843750,48320.746094,520.017029,194.864532,9848.737305,5666.067871,3065.964111,99998.000000,4.791788,4.684134,2.716017,2.289733,3.993381,3.753282,3.486567,4.999991,1937.000000
68506.085938,61548.921875,11269.039062,444.413025,12286.321289,5682.152344,4774.452637,99998.000000,4.835729,4.789220,4.051887,2.647787,4.089422,3.754513,3.678924,4.999991,2166.000000
52067.089844,39790.656250,9664.622070,482.120972,8717.705078,7910.714844,3887.781250,0.000000,4.716563,4.599781,3.985185,2.683156,3.940402,3.898216,3.589702,0.000000,2232.000000
59404.871094,28886.083984,9648.386719,218.970123,8128.578125,5545.015625,4772.799805,24691.988281,4.773822,4.460689,3.984455,2.340385,3.910015,3.743903,3.678773,4.392556,2258.000000
72106.484375,30261.144531,9349.069336,641.929565,9953.938477,4938.287109,4434.367676,99998.000000,4.857975,4.480886,3.970768,2.807487,3.997995,3.693576,3.646832,4.999991,2344.000000
71031.054688,39758.882812,19691.185547,917.970459,8893.067383,7392.341797,6643.323242,99998.000000,4.851448,4.599434,4.294272,2.962829,3.949052,3.868782,3.822385,4.999991,2429.000000
54426.140625,43154.550781,303.193207,256.027405,9210.665039,11534.258789,9704.635742,99998.000000,4.735807,4.635026,2.481719,2.408287,3.964291,4.061990,3.986979,4.999991,2538.000000
59105.695312,33109.191406,12624.798828,527.778809,13414.377930,6655.183105,6919.069336,31304.580078,4.771629,4.519948,4.101224,2.722452,4.127571,3.823160,3.840048,4.495608,2948.000000
49997.316406,88722.953125,5673.798828,285.116302,12045.848633,6615.643555,6676.572266,99998.000000,4.698946,4.948036,3.753874,2.455022,4.080837,3.820572,3.824553,4.999991,3138.000000
56120.328125,54745.269531,360.868347,241.950150,3554.190918,7451.521484,6350.736816,99998.000000,4.749120,4.738347,2.557349,2.383726,3.550741,3.872245,3.802824,4.999991,3189.000000
48588.781250,23100.320312,516.803772,261.174164,7348.145508,6151.944824,6615.703125,99998.000000,4.686536,4.363618,2.713326,2.416930,3.866178,3.789012,3.820576,4.999991,3274.000000
42786.902344,62739.113281,18049.283203,576.480286,10712.840820,5371.749512,7711.363281,49408.785156,4.631311,4.797538,4.256460,2.760784,4.029905,3.730116,3.887131,4.693804,3375.000000
56018.753906,27680.675781,12140.032227,410.161926,13589.034180,8341.186523,5959.380859,99998.000000,4.748333,4.442177,4.084220,2.612955,4.133189,3.921228,3.775201,4.999991,3404.000000
34552.730469,20814.904297,393.663910,314.205231,9002.836914,8371.487305,6252.059570,0.000000,4.538482,4.318375,2.595126,2.497213,3.954379,3.922803,3.796023,0.000000,3475.000000
58303.921875,56386.078125,371.975983,584.035461,9589.730469,8305.396484,10625.874023,99998.000000,4.765698,4.751172,2.570515,2.766439,3.981807,3.919360,4.026365,4.999991,3840.000000
55122.773438,99998.000000,839.967285,340.820984,10786.427734,7215.522949,7094.491211,14281.794922,4.741331,4.999991,2.924262,2.532526,4.032877,3.858268,3.850921,4.154783,4109.000000
68406.703125,35056.921875,6813.002930,308.713074,10416.795898,5986.745605,6314.686523,99998.000000,4.835099,4.544774,3.833338,2.489555,4.017734,3.777191,3.800352,4.999991,4443.000000
71213.460938,39989.632812,8829.067383,482.632874,13375.063477,5237.249023,5377.231934,99998.000000,4.852562,4.601947,3.945915,2.683617,4.126296,3.719103,3.730559,4.999991,4488.000000
38381.082031,48633.136719,286.368317,152.783844,9566.636719,11026.993164,10657.446289,46418.015625,4.584117,4.686932,2.456925,2.184078,3.980759,4.042457,4.027653,4.666687,4572.000000
37032.531250,32754.529297,360.094330,196.720947,9905.875000,10168.168945,10641.058594,99998.000000,4.568583,4.515271,2.556416,2.293851,3.995893,4.007243,4.026985,4.999991,4726.000000
37652.734375,29541.880859,347.636047,175.137863,10235.317383,3964.312744,3202.140625,99998.000000,4.575797,4.470438,2.541125,2.243380,4.010101,3.598168,3.505440,4.999991,5006.000000
99998.000000,99829.828125,30080.341797,992.350220,15237.580078,4755.174316,5505.565918,99998.000000,4.999991,4.999260,4.478283,2.996665,4.182916,3.677166,3.740802,4.999991,5371.000000
63267.574219,39911.042969,11110.189453,475.046875,11188.405273,7044.702637,7425.829590,99998.000000,4.801181,4.601093,4.045722,2.676736,4.048768,3.847863,3.870745,4.999991,5419.000000
58583.277344,38682.171875,11094.743164,529.764709,10414.843750,5492.992676,2613.055664,99998.000000,4.767774,4.587511,4.045117,2.724083,4.017653,3.739809,3.417149,4.999991,5595.000000
74263.375000,57464.730469,14119.527344,581.537598,8954.819336,4369.938477,3215.588867,0.000000,4.870775,4.759401,4.149820,2.764578,3.952057,3.640475,3.507261,0.000000,5943.000000
