FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-R-ALin,RED-R-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-R-ALog,RED-R-WLog,TIME
22920.181641,80590.468750,179.942322,135.545731,7147.101074,6303.155762,4306.637207,0.000000,4.360218,4.906284,2.255133,2.132086,3.854130,3.799558,3.634138,0.000000,1743.000000
62121.035156,52716.242188,24010.365234,790.100098,5461.511230,3893.263428,2996.853516,99998.000000,4.793239,4.721944,4.380399,2.897682,3.737313,3.590314,3.476665,4.999991,2068.000000
38413.246094,29006.824219,353.069580,101.038704,5561.914551,5022.626953,4637.099121,99998.000000,4.584481,4.462500,2.547860,2.004488,3.745224,3.700931,3.666246,4.999991,2639.000000
51767.605469,63241.855469,352.397339,88.318275,4801.359863,3923.092285,1962.471191,99998.000000,4.714058,4.801004,2.547033,1.946051,3.681364,3.593628,3.292803,4.999991,5495.000000
91068.242188,38586.675781,469.357361,88.938110,5499.342285,5976.017578,5743.930176,99998.000000,4.959367,4.586437,2.671504,1.949088,3.740311,3.776412,3.759209,4.999991,6351.000000
59740.171875,38513.492188,17411.554688,605.464355,6212.435547,5535.200195,4908.232910,25131.070312,4.776267,4.585613,4.240838,2.782089,3.793262,3.743133,3.690925,4.400211,6698.000000
38427.710938,18746.914062,323.755554,129.072968,6455.723633,6649.324219,5322.186035,18380.029297,4.584644,4.272930,2.510217,2.110835,3.809945,3.822778,3.726090,4.264346,7016.000000
82620.265625,72863.242188,19685.564453,811.029480,6346.645996,8195.929688,5030.809570,0.000000,4.917087,4.862508,4.294148,2.909037,3.802544,3.913598,3.701638,0.000000,7534.000000
57229.441406,56738.578125,320.178436,160.030624,7046.534180,6843.062988,4835.317383,13840.048828,4.757619,4.753879,2.505392,2.204203,3.847975,3.835251,3.684425,4.141138,7631.000000
29002.406250,39342.898438,376.351807,236.880478,6366.193848,4677.498047,3866.029785,0.000000,4.462434,4.594866,2.575594,2.374529,3.803880,3.670014,3.587265,0.000000,7793.000000
52912.460938,60196.226562,12572.970703,477.122223,3703.736816,7997.072266,7657.621094,0.000000,4.723558,4.779569,4.099438,2.678630,3.568640,3.902931,3.884094,0.000000,9088.000000
