FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-R-ALin,RED-R-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-R-ALog,RED-R-WLog,TIME
35681.195312,29606.332031,167.656708,232.137680,6857.294434,4516.067383,3772.361572,0.000000,4.552439,4.471385,2.224421,2.365746,3.836153,3.654760,3.576613,0.000000,1226.000000
39018.375000,99998.000000,10776.170898,389.627319,7847.593750,4601.388672,4409.231934,99998.000000,4.591269,4.999991,4.032465,2.590649,3.894737,3.662889,3.644363,4.999991,1752.000000
45897.500000,27505.753906,96.113968,191.413834,5911.699707,4864.644043,2469.989990,0.000000,4.661789,4.439424,1.982787,2.281973,3.771712,3.687051,3.392695,0.000000,2065.000000
39576.343750,45648.574219,330.234497,116.441978,5459.019531,6801.731445,5554.597168,14006.518555,4.597435,4.659427,2.518822,2.066110,3.737115,3.832619,3.744653,4.146330,2259.000000
61961.062500,99245.015625,63403.320312,1919.627319,8484.333984,4051.687256,2450.383789,99998.000000,4.792119,4.996709,4.802112,3.283217,3.928618,3.607636,3.389234,4.999991,2421.000000
57178.363281,23973.855469,34077.480469,1044.067627,7446.926758,3054.727051,3471.751465,99998.000000,4.757232,4.379738,4.532467,3.018729,3.871977,3.484972,3.540549,4.999991,2622.000000
37884.378906,46587.289062,3845.009033,212.179733,5082.340820,5883.924805,5348.700684,0.000000,4.578460,4.668267,3.584897,2.326704,3.706064,3.769667,3.728248,0.000000,2670.000000
32805.789062,36985.949219,768.011292,148.697876,3993.975098,4990.028809,3412.489258,5511.228027,4.515951,4.568037,2.885368,2.172305,3.601405,3.698103,3.533071,3.741248,3571.000000
88852.578125,62472.710938,8836.431641,341.113922,4916.509766,5647.849121,5533.986328,99998.000000,4.948670,4.795691,3.946277,2.532899,3.691657,3.751883,3.743038,4.999991,4542.000000
74927.367188,59542.812500,363.409363,153.523941,6916.270996,5741.181641,4402.465820,99998.000000,4.874640,4.774829,2.560396,2.186176,3.839872,3.759001,3.643696,4.999991,8001.000000
49725.964844,50250.125000,367.849945,131.191498,6283.944336,6794.077637,6476.421387,99998.000000,4.696583,4.701137,2.565671,2.117906,3.798232,3.832130,3.811335,4.999991,9138.000000
42151.050781,38783.296875,309.410004,137.016678,6639.381836,3719.093750,2126.593994,0.000000,4.624808,4.588645,2.490534,2.136773,3.822128,3.570437,3.327685,0.000000,9545.000000
38695.140625,27749.076172,282.488983,188.848160,5422.723633,4879.473633,4341.393555,0.000000,4.587656,4.443249,2.451001,2.276113,3.734217,3.688373,3.637629,0.000000,9639.000000
43760.402344,83296.468750,51564.265625,1461.488647,7402.644531,3435.439209,2331.084961,99998.000000,4.641081,4.920627,4.712349,3.164795,3.869387,3.535982,3.367558,4.999991,9875.000000
75647.539062,60894.421875,28341.107422,871.439880,4946.952148,4645.640137,4420.179688,8824.408203,4.878795,4.784577,4.452417,2.940238,3.694338,3.667046,3.645440,3.945686,10022.000000
58217.273438,47288.304688,87959.000000,2225.571289,5812.548340,5583.972656,3512.916992,0.000000,4.765052,4.674754,4.944280,3.347441,3.764367,3.746943,3.545668,0.000000,10729.000000
42455.816406,30401.060547,453.852325,138.851501,3284.308105,5464.644043,5093.049316,21637.998047,4.627937,4.482889,2.656914,2.142550,3.516444,3.737562,3.706978,4.335217,11111.000000
47685.765625,54626.710938,37158.183594,930.225220,8938.562500,3775.933350,2620.862305,99998.000000,4.678389,4.737405,4.570055,2.968588,3.951268,3.577024,3.418444,4.999991,11335.000000
50763.953125,28571.009766,308.645233,116.932289,6483.431152,5254.913086,3101.663818,99998.000000,4.705555,4.455925,2.489460,2.067935,3.811805,3.720566,3.491595,4.999991,12131.000000
49373.347656,47253.363281,778.045776,203.736450,6778.418457,5476.087891,4773.586426,0.000000,4.693492,4.674433,2.891005,2.309069,3.831128,3.738470,3.678845,0.000000,13104.000000
59937.308594,61157.941406,39074.035156,1107.737549,4771.142090,3496.059326,2770.232910,99998.000000,4.777697,4.786453,4.591888,3.044437,3.678622,3.543579,3.442516,4.999991,13234.000000
48405.480469,34851.574219,35266.726562,892.760864,5073.034180,6074.092773,6047.404785,0.000000,4.684895,4.542222,4.547365,2.950735,3.705268,3.783481,3.781569,0.000000,13436.000000
54144.937500,40667.750000,29790.242188,946.929810,6126.716797,6321.306641,5590.393555,0.000000,4.733558,4.609250,4.474074,2.976318,3.787228,3.800807,3.747442,0.000000,13954.000000
51805.578125,30281.982422,300.979065,184.376740,4178.604980,5043.220215,5198.887695,99998.000000,4.714376,4.481184,2.478536,2.265706,3.621031,3.702708,3.715910,4.999991,14198.000000
43802.468750,21857.697266,957.981934,200.140808,4745.213867,6940.132812,5268.652832,99998.000000,4.641499,4.339604,2.981357,2.301336,3.676256,3.841368,3.721699,4.999991,14888.000000
62138.964844,28911.160156,34923.089844,997.268799,7530.736816,6951.598145,4457.308594,0.000000,4.793364,4.461065,4.543113,2.998812,3.876837,3.842085,3.649073,0.000000,15760.000000
28421.664062,30891.408203,334.308105,120.870224,4633.576660,9578.462891,7413.885254,99998.000000,4.453650,4.489838,2.524147,2.082319,3.665916,3.981296,3.870046,4.999991,16269.000000
12601.140625,5496.363281,62.384033,14.434981,4800.523926,8963.216797,10046.186523,0.000000,4.100410,3.740075,1.795073,1.159416,3.681289,3.952464,4.002001,0.000000,16328.000000
12440.153320,7452.739746,89.835480,215.966553,3906.341553,3082.132080,10176.191406,99998.000000,4.094826,3.872316,1.953448,2.334387,3.591770,3.488851,4.007585,4.999991,16337.000000
29246.433594,37314.332031,288.452911,170.604767,4190.912109,3417.966797,3336.662109,19446.095703,4.466073,4.571876,2.460075,2.231991,3.622308,3.533768,3.523312,4.288832,17510.000000
79975.687500,55233.781250,398.406708,156.505905,5050.174316,4631.479492,3614.616699,99998.000000,4.902958,4.742205,2.600327,2.194531,3.703306,3.665720,3.558062,4.999991,18675.000000
60799.308594,26451.882812,29210.765625,709.907471,5441.476074,6495.871094,3754.228027,0.000000,4.783899,4.422457,4.465543,2.851202,3.735717,3.812637,3.574521,0.000000,20426.000000
59640.246094,55305.195312,54014.132812,1520.085815,6915.469238,4691.627930,3313.027100,99998.000000,4.775539,4.742766,4.732507,3.181868,3.839822,3.671324,3.520225,4.999991,20936.000000
75528.492188,58398.437500,48610.070312,1421.674438,7550.747070,4470.002441,4445.699707,62407.816406,4.878111,4.766401,4.686726,3.152800,3.877990,3.650308,3.647940,4.795239,21538.000000
66137.843750,38744.746094,36501.406250,1256.136353,5538.684570,6153.896484,3535.378906,0.000000,4.820450,4.588213,4.562310,3.099037,3.743407,3.789150,3.548436,0.000000,21886.000000
38725.957031,34004.750000,301.120911,184.660446,4395.943359,7682.290039,6402.299805,43290.289062,4.588002,4.531539,2.478741,2.266374,3.643052,3.885491,3.806336,4.636391,22904.000000
58480.570312,27087.332031,334.900208,158.491837,4839.160156,8909.429688,9084.724609,99998.000000,4.767012,4.432766,2.524915,2.200007,3.684770,3.949850,3.958312,4.999991,23890.000000
60035.378906,41431.511719,42582.027344,1454.115479,6704.229980,4497.774902,3845.782227,99998.000000,4.778407,4.617331,4.629226,3.162599,3.826349,3.652998,3.584985,4.999991,25303.000000
64514.921875,62321.664062,59757.164062,1723.381348,7216.392578,3966.822754,3135.242920,0.000000,4.809660,4.794639,4.776390,3.236381,3.858320,3.598443,3.496271,0.000000,25871.000000
54836.789062,31467.611328,32062.945312,1001.243713,5508.217285,4499.104004,3219.398438,0.000000,4.739072,4.497864,4.506003,3.000540,3.741011,3.653126,3.507775,0.000000,27527.000000
58671.332031,52009.394531,48347.539062,1717.753540,7575.426270,7065.588867,5835.224121,0.000000,4.768426,4.716082,4.684374,3.234961,3.879407,3.849148,3.766057,0.000000,28121.000000
65544.804688,51859.980469,41312.476562,1105.671387,6626.615234,5488.505859,5667.348145,72111.812500,4.816538,4.714832,4.616081,3.043626,3.821292,3.739454,3.753380,4.858006,30014.000000
44385.867188,54468.039062,445.230194,118.841125,9102.798828,5759.671387,10062.180664,71589.687500,4.647245,4.736142,2.648585,2.074967,3.959175,3.760398,4.002692,4.854850,30443.000000
54783.902344,41441.484375,47476.472656,1502.752197,3941.418945,3889.420898,3621.756104,0.000000,4.738653,4.617435,4.676478,3.176887,3.595653,3.589885,3.558919,0.000000,30680.000000
31706.433594,36416.902344,395.529572,120.790047,4539.103027,5728.495117,3643.302490,0.000000,4.501147,4.561303,2.597179,2.082031,3.656970,3.758040,3.561495,0.000000,31827.000000
71502.640625,87274.078125,82127.476562,2393.351318,6584.087402,8558.911133,6826.188477,0.000000,4.854322,4.940885,4.914488,3.379006,3.818496,3.932419,3.834178,0.000000,32360.000000
34121.210938,21679.923828,271.079132,131.142151,6032.668945,6863.286133,5338.980469,99998.000000,4.533024,4.336058,2.433096,2.117742,3.780509,3.836532,3.727458,4.999991,33043.000000
22298.962891,8777.553711,166.108673,56.000694,7666.285645,7670.707520,6659.239746,0.000000,4.348285,3.943373,2.220392,1.748193,3.884585,3.884835,3.823425,0.000000,33110.000000
21052.912109,22473.171875,535.170532,123.568497,3746.199951,4747.798340,4283.565918,99998.000000,4.323312,4.351665,2.728492,2.091908,3.573591,3.676492,3.631805,4.999991,33275.000000
86278.578125,77133.742188,47803.734375,1529.605347,4862.093750,7500.232422,6596.603027,0.000000,4.935903,4.887244,4.679462,3.184579,3.686823,3.875075,3.819320,0.000000,33356.000000
44533.613281,24732.630859,168.594162,95.127174,6143.229980,5018.966797,5215.239258,99998.000000,4.648688,4.393270,2.226843,1.978305,3.788397,3.700614,3.717274,4.999991,33663.000000
31483.394531,26632.937500,1747.345093,188.012466,5928.472168,7730.874512,8167.604004,99998.000000,4.498082,4.425419,3.242379,2.274187,3.772943,3.888229,3.912095,4.999991,33935.000000
45728.812500,65107.406250,32415.589844,1065.696899,5958.921387,4235.675293,2742.795410,99998.000000,4.660190,4.813631,4.510754,3.027634,3.775168,3.626923,3.438193,4.999991,34371.000000
